sub,emotion,X1,Y1,RT,study
218,satisfied,205,19,2.343,study1
218,neutral,187,6,2.453,study1
219,happy,119,167,31.852,study1
219,annoyed,59,89,6.603,study1
219,angry,-61,59,5.729,study1
219,sleepy,34,44,4.643,study1
219,disappointed,-176,115,5.208,study1
219,peppy,58,113,2.92,study1
219,still,91,84,2.8,study1
219,sluggish,63,123,4.01,study1
219,neutral,70,144,2.209,study1
219,afraid,-32,169,6.525,study1
219,nervous,-49,199,2.528,study1
219,aroused,-67,123,2.88,study1
219,calm,45,94,2.471,study1
219,disgusted,-66,113,1.9,study1
219,quiet,99,155,2.094,study1
219,relaxed,53,131,1.778,study1
219,sad,-72,195,2.683,study1
219,surprised,146,173,2.097,study1
219,satisfied,202,221,2.836,study1
219,enthusiastic,101,205,2.376,study1
220,satisfied,166,39,10.637,study1
220,afraid,-200,78,6.086,study1
220,quiet,-10,-110,6.788,study1
220,peppy,59,154,6.065,study1
220,happy,234,93,6.473,study1
220,aroused,0,216,5.12,study1
220,nervous,-117,116,4.77,study1
220,surprised,25,156,5.389,study1
220,relaxed,172,-181,5.078,study1
220,disgusted,-213,83,6.05,study1
220,still,-7,-212,4.224,study1
220,annoyed,-158,140,6.643,study1
220,disappointed,-206,59,4.582,study1
220,sluggish,-74,-181,6.087,study1
220,calm,79,-182,6.532,study1
220,sleepy,26,-205,5.128,study1
220,sad,-136,-130,3.778,study1
220,enthusiastic,133,111,2.529,study1
220,angry,-165,119,2.546,study1
220,neutral,-1,-2,4.337,study1
221,calm,170,-218,70.015,study1
221,still,4,-213,6.573,study1
221,disappointed,-166,48,5.678,study1
221,disgusted,-215,183,4.027,study1
221,enthusiastic,214,189,2.909,study1
221,sluggish,-51,-211,6.806,study1
221,quiet,65,-220,5.541,study1
221,sleepy,15,-237,5.2,study1
221,surprised,85,208,3.548,study1
221,sad,-143,-42,5.063,study1
221,afraid,-200,128,3.958,study1
221,nervous,-41,90,5.588,study1
221,relaxed,225,-201,3.148,study1
221,satisfied,222,36,3.854,study1
221,neutral,1,0,3.948,study1
221,peppy,119,207,4.292,study1
221,aroused,50,199,3.712,study1
221,angry,-203,202,3.434,study1
221,happy,224,200,3.005,study1
221,annoyed,-189,101,3.204,study1
222,nervous,-161,-37,11.656,study1
222,neutral,-1,2,2.615,study1
222,aroused,-1,239,3.203,study1
222,peppy,147,122,3.805,study1
222,afraid,-183,-141,2.616,study1
222,sleepy,-50,-20,3.934,study1
222,annoyed,-42,-31,3.296,study1
222,relaxed,32,16,3.179,study1
222,satisfied,99,110,2.562,study1
222,disgusted,-159,-68,1.611,study1
222,surprised,45,30,2.714,study1
222,happy,213,28,2.919,study1
222,sluggish,-224,40,1.939,study1
222,quiet,-155,38,1.84,study1
222,calm,4,-3,2.004,study1
222,still,-5,0,1.795,study1
222,enthusiastic,220,219,3.18,study1
222,disappointed,-202,-203,2.718,study1
222,sad,-213,-217,1.632,study1
222,angry,-208,-215,1.931,study1
223,sleepy,220,-228,5.281,study1
223,still,-128,-68,5.317,study1
223,angry,-238,197,4.718,study1
223,relaxed,214,215,3.822,study1
223,quiet,206,-147,4.906,study1
223,calm,115,-215,4.529,study1
223,satisfied,233,173,3.531,study1
223,nervous,-124,149,4.253,study1
223,sluggish,-220,-209,4.362,study1
223,neutral,14,-11,4.468,study1
223,aroused,164,207,4.308,study1
223,afraid,-201,-104,6.557,study1
223,annoyed,-199,206,4.386,study1
223,surprised,97,212,4.946,study1
223,happy,223,232,5.512,study1
223,peppy,48,42,10.993,study1
223,enthusiastic,207,222,2.731,study1
223,disgusted,-207,78,4.474,study1
223,disappointed,-209,-105,3.455,study1
223,sad,-242,-238,3.733,study1
224,angry,-184,143,160.537,study1
224,sad,-185,-215,7.076,study1
224,calm,62,-1,9.035,study1
224,annoyed,-166,-97,8.803,study1
224,nervous,-95,184,7.593,study1
224,happy,210,242,6.048,study1
224,disgusted,-124,186,4.989,study1
224,afraid,-193,227,4.101,study1
224,sleepy,2,-240,9.976,study1
224,still,-3,-182,7.004,study1
224,quiet,-2,-214,8.701,study1
224,peppy,245,244,5.22,study1
224,sluggish,-5,-221,8.328,study1
224,surprised,188,247,10.709,study1
224,aroused,12,242,8.967,study1
224,relaxed,53,-239,6.795,study1
224,neutral,-2,1,4.16,study1
224,satisfied,244,136,43.262,study1
224,disappointed,-208,-94,6.106,study1
224,enthusiastic,183,205,4.764,study1
225,disappointed,-79,-86,4.466,study1
225,sluggish,-22,-235,5.368,study1
225,calm,174,-143,6.633,study1
225,nervous,-160,162,4.087,study1
225,disgusted,-150,-72,3.885,study1
225,enthusiastic,209,183,3.651,study1
225,happy,216,145,5.283,study1
225,afraid,-172,177,5.014,study1
225,still,1,-126,7.34,study1
225,satisfied,194,0,4.197,study1
225,surprised,-3,226,6.834,study1
225,neutral,2,1,4.304,study1
225,aroused,190,195,5.122,study1
225,sleepy,3,-164,4.368,study1
225,sad,-209,-77,4.634,study1
225,peppy,108,90,2.666,study1
225,quiet,1,-3,2.866,study1
225,angry,-162,181,3.871,study1
225,relaxed,160,-214,4.803,study1
225,annoyed,-154,33,2.987,study1
226,angry,-111,-5,33.416,study1
226,peppy,0,-14,13.916,study1
226,sleepy,4,-185,6.838,study1
226,aroused,4,44,4.511,study1
226,annoyed,-108,-4,4.187,study1
226,still,4,-112,4.529,study1
226,neutral,-1,-2,11.26,study1
226,enthusiastic,79,-4,12.738,study1
226,nervous,5,116,5.199,study1
226,sluggish,1,-114,4.082,study1
226,disgusted,-126,2,4.427,study1
226,disappointed,-74,2,4.472,study1
226,sad,-43,-2,5.11,study1
226,surprised,2,64,4.297,study1
226,quiet,-2,-77,6.867,study1
226,calm,-2,-65,7.65,study1
226,afraid,-62,0,4.305,study1
226,relaxed,1,-59,5.098,study1
226,satisfied,30,-4,198.138,study1
226,happy,117,-1,3.396,study1
227,sleepy,125,-82,13.867,study1
227,happy,220,71,8.334,study1
227,nervous,-101,146,9.452,study1
227,relaxed,195,-24,7.233,study1
227,sad,-142,-30,8.981,study1
227,calm,185,-1,9.197,study1
227,annoyed,-184,191,6.023,study1
227,quiet,59,-76,6.472,study1
227,neutral,1,2,6.846,study1
227,surprised,3,201,9.899,study1
227,enthusiastic,77,188,2.891,study1
227,aroused,177,154,12.247,study1
227,disgusted,-163,47,4.407,study1
227,sluggish,-15,-35,5.698,study1
227,still,41,0,5.755,study1
227,afraid,-128,83,7.549,study1
227,peppy,103,85,7.025,study1
227,disappointed,-110,11,12.818,study1
227,satisfied,193,8,6.801,study1
227,angry,-84,161,5.137,study1
228,relaxed,12,-2,11.65,study1
228,calm,30,-80,13.091,study1
228,afraid,-46,72,7.058,study1
228,aroused,19,86,8.441,study1
228,quiet,9,-85,6.106,study1
228,neutral,1,-15,4.721,study1
228,surprised,3,51,6.176,study1
228,sluggish,-90,-87,8.861,study1
228,annoyed,-29,41,5.675,study1
228,satisfied,14,32,10.641,study1
228,enthusiastic,11,67,2.706,study1
228,happy,135,72,6.387,study1
228,nervous,-13,55,5.94,study1
228,sleepy,18,-134,5.852,study1
228,angry,-85,67,3.753,study1
228,peppy,54,114,7.046,study1
228,still,24,-114,3.807,study1
228,disgusted,-40,24,5.087,study1
228,disappointed,-138,-17,4.685,study1
228,sad,-83,-74,4.245,study1
229,enthusiastic,201,216,9.363,study1
229,still,-1,-90,12.659,study1
229,sluggish,-154,-153,6.006,study1
229,disappointed,-217,1,6.814,study1
229,afraid,-214,-1,6.442,study1
229,satisfied,205,-1,5.082,study1
229,aroused,235,235,10.75,study1
229,disgusted,-227,188,13.433,study1
229,surprised,0,225,10.762,study1
229,annoyed,-132,134,9.324,study1
229,angry,-212,208,3.937,study1
229,calm,0,1,5.327,study1
229,peppy,109,117,5.115,study1
229,sleepy,43,-227,8.329,study1
229,sad,-229,0,5.673,study1
229,nervous,-168,136,10.513,study1
229,relaxed,177,-122,7.045,study1
229,quiet,0,0,9.327,study1
229,happy,195,117,10.51,study1
229,neutral,0,0,6.301,study1
230,quiet,237,-245,5.735,study1
230,disappointed,-168,-175,6.041,study1
230,surprised,119,151,4.242,study1
230,relaxed,247,-245,3.68,study1
230,sleepy,-44,-244,3.82,study1
230,aroused,1,245,3.676,study1
230,neutral,0,-1,2.941,study1
230,satisfied,136,-35,3.855,study1
230,peppy,19,183,4.846,study1
230,calm,-1,-244,3.69,study1
230,still,1,-248,5.004,study1
230,angry,-204,231,3.564,study1
230,enthusiastic,173,130,2.473,study1
230,annoyed,-210,-68,3.682,study1
230,disgusted,-222,125,2.104,study1
230,happy,185,219,2.68,study1
230,sluggish,-236,-243,3.374,study1
230,nervous,-192,217,4.614,study1
230,afraid,-250,250,3.904,study1
230,sad,-241,-248,3.692,study1
231,satisfied,11,48,23.453,study1
231,calm,12,26,18.042,study1
231,sad,3,-34,8.37,study1
231,quiet,10,-32,8.045,study1
231,annoyed,15,-19,6.625,study1
231,enthusiastic,4,26,14.473,study1
231,afraid,12,40,6.531,study1
231,angry,1,98,4.094,study1
231,nervous,-1,100,4.632,study1
231,surprised,2,180,4.602,study1
231,sluggish,1,115,4.676,study1
231,neutral,4,29,6.747,study1
231,sleepy,2,-119,5.431,study1
231,still,2,90,4.229,study1
231,disgusted,5,-92,5.91,study1
231,happy,5,203,4.797,study1
231,peppy,1,189,4.026,study1
231,aroused,-3,183,3.719,study1
231,relaxed,0,177,3.979,study1
231,disappointed,0,-140,4.34,study1
232,angry,-169,169,493.201,study1
232,afraid,-215,113,6.618,study1
232,satisfied,200,-62,7.937,study1
232,sluggish,-22,-197,14.786,study1
232,disappointed,-168,-163,5.089,study1
232,peppy,181,194,16.721,study1
232,sleepy,-15,-217,6.383,study1
232,nervous,-196,86,9.519,study1
232,quiet,25,-145,6.942,study1
232,aroused,31,215,6.258,study1
232,happy,200,101,20.006,study1
232,calm,133,-185,6.712,study1
232,neutral,7,-13,19.545,study1
232,still,46,-133,7.483,study1
232,annoyed,-175,-89,4.88,study1
232,sad,-207,-63,9.867,study1
232,relaxed,214,-126,12.356,study1
232,surprised,152,153,2.988,study1
232,disgusted,-178,134,3.828,study1
232,enthusiastic,195,206,5.863,study1
233,disappointed,-195,-57,14.305,study1
233,sad,-172,-203,6.939,study1
233,afraid,-189,118,11.006,study1
233,satisfied,195,80,7.208,study1
233,happy,185,185,4.159,study1
233,annoyed,-129,-37,9.425,study1
233,quiet,1,-209,7.6,study1
233,enthusiastic,197,230,5.523,study1
233,sluggish,-120,-200,6.303,study1
233,aroused,1,191,7.058,study1
233,relaxed,92,-164,6.56,study1
233,sleepy,-2,-224,8.517,study1
233,disgusted,-216,55,6.977,study1
233,nervous,-145,122,6.967,study1
233,surprised,113,137,4.953,study1
233,neutral,0,-2,3.876,study1
233,peppy,114,181,6.5,study1
233,angry,-196,208,9.006,study1
233,still,1,-131,9.201,study1
233,calm,104,-112,7.043,study1
234,still,-2,-183,28.508,study1
234,angry,-176,138,17.39,study1
234,annoyed,-131,145,7.666,study1
234,happy,196,186,10.233,study1
234,disgusted,-139,70,17.053,study1
234,disappointed,-135,-54,7.244,study1
234,afraid,-191,214,9.124,study1
234,nervous,-132,174,8.612,study1
234,quiet,-3,-186,11.221,study1
234,surprised,142,195,13.183,study1
234,sluggish,-58,-206,8.71,study1
234,enthusiastic,162,203,7.318,study1
234,relaxed,0,-190,10.609,study1
234,aroused,121,182,9.147,study1
234,calm,128,-170,9.718,study1
234,sleepy,0,-210,8.149,study1
234,satisfied,172,2,9.511,study1
234,neutral,-2,2,8.528,study1
234,sad,-172,-89,15.322,study1
234,peppy,172,203,9.839,study1
235,aroused,0,130,15.077,study1
235,happy,126,158,5.999,study1
235,neutral,-1,6,4.51,study1
235,surprised,-62,181,10.979,study1
235,peppy,139,190,10.25,study1
235,sleepy,0,-171,8.343,study1
235,sad,-166,-139,7.911,study1
235,sluggish,-198,-215,19.84,study1
235,satisfied,86,2,7.772,study1
235,enthusiastic,148,98,13.085,study1
235,calm,114,-1,7.365,study1
235,still,-1,-127,12.783,study1
235,afraid,-114,146,13.583,study1
235,relaxed,50,-1,11.671,study1
235,quiet,-1,-66,13.173,study1
235,disgusted,-89,86,5.394,study1
235,annoyed,-41,61,6.319,study1
235,disappointed,-117,-50,7.917,study1
235,nervous,-110,58,9.926,study1
235,angry,-84,170,4.964,study1
236,disgusted,-1,-1,60.768,study1
236,sleepy,165,0,8.191,study1
236,happy,2,201,14.127,study1
236,nervous,87,1,24.976,study1
236,calm,3,104,12.804,study1
236,relaxed,39,-87,12.954,study1
236,surprised,-91,-1,11.569,study1
236,satisfied,154,-2,37.212,study1
236,annoyed,3,146,12.578,study1
236,still,3,122,8.169,study1
236,aroused,0,3,8.008,study1
236,angry,2,1,11.75,study1
236,quiet,5,133,5.756,study1
236,enthusiastic,-134,-1,3.71,study1
236,neutral,131,-3,3.079,study1
236,afraid,-1,-43,2.665,study1
236,disappointed,0,133,3.884,study1
236,sad,-55,-1,5.873,study1
236,peppy,2,-54,3.902,study1
236,sluggish,22,-1,3.595,study1
237,enthusiastic,231,231,6.862,study1
237,aroused,0,237,4.545,study1
237,disgusted,-236,-100,7.387,study1
237,calm,226,-2,5.83,study1
237,nervous,-182,200,7.709,study1
237,sluggish,-85,-237,5.928,study1
237,sleepy,2,-232,3.369,study1
237,still,-1,-4,3.643,study1
237,neutral,0,1,4.897,study1
237,disappointed,-129,35,6.366,study1
237,satisfied,192,35,5.917,study1
237,afraid,-123,141,6.142,study1
237,happy,221,103,4.507,study1
237,relaxed,171,-92,4.163,study1
237,angry,-144,163,24.869,study1
237,sad,-156,-2,3.459,study1
237,surprised,-25,185,5.684,study1
237,annoyed,-106,76,3.492,study1
237,peppy,138,102,3.194,study1
237,quiet,1,-79,5.725,study1
238,surprised,-2,81,10.778,study1
238,relaxed,115,-199,8.705,study1
238,angry,-208,183,4.041,study1
238,peppy,36,152,24.575,study1
238,happy,216,234,3.575,study1
238,aroused,132,224,4.27,study1
238,nervous,-162,117,4.727,study1
238,sleepy,-1,-216,6.176,study1
238,sad,-132,-141,3.377,study1
238,calm,-1,-224,4.138,study1
238,quiet,-2,-202,3.357,study1
238,satisfied,201,-188,3.394,study1
238,still,-3,-208,3.821,study1
238,disgusted,-201,56,4.633,study1
238,disappointed,-190,39,2.507,study1
238,annoyed,-189,119,5.149,study1
238,afraid,-185,92,2.606,study1
238,neutral,0,-2,4.859,study1
238,enthusiastic,52,106,2.89,study1
238,sluggish,-50,-205,3.251,study1
239,nervous,-7,1,20.19,study1
239,still,9,-1,4.889,study1
239,annoyed,-20,1,4.511,study1
239,disappointed,0,128,5.625,study1
239,aroused,143,-2,3.694,study1
239,calm,-57,0,3.169,study1
239,neutral,3,192,3.151,study1
239,surprised,-1,153,6.116,study1
239,enthusiastic,-99,-2,4.297,study1
239,peppy,160,-2,4.294,study1
239,angry,1,164,6.674,study1
239,satisfied,-148,2,13.255,study1
239,happy,180,-2,3.201,study1
239,quiet,-1,175,3.627,study1
239,relaxed,-134,-1,4.782,study1
239,afraid,168,3,3.469,study1
239,sluggish,2,-187,3.01,study1
239,disgusted,-63,2,2.914,study1
239,sleepy,55,2,8.577,study1
239,sad,3,217,5.264,study1
240,calm,1,-243,18.075,study1
240,enthusiastic,39,-101,6.247,study1
240,aroused,42,110,2.31,study1
240,annoyed,-98,192,2.004,study1
240,satisfied,112,69,2.469,study1
240,afraid,-76,62,2.371,study1
240,quiet,92,65,3.027,study1
240,sleepy,-78,21,3.231,study1
240,angry,-152,0,7.25,study1
240,sluggish,4,147,5.273,study1
240,disgusted,110,-2,5.311,study1
240,surprised,-106,-4,4.929,study1
240,disappointed,-99,-4,4.818,study1
240,relaxed,139,-2,2.535,study1
240,still,172,1,2.554,study1
240,happy,168,-3,3.83,study1
240,nervous,141,-8,4.748,study1
240,peppy,-1,165,3.347,study1
240,neutral,-1,146,4.152,study1
240,sad,7,157,2.778,study1
241,angry,-242,120,40.492,study1
241,disappointed,-118,-48,17.995,study1
241,relaxed,0,1,6.263,study1
241,calm,16,0,16.842,study1
241,sad,-80,-66,10.497,study1
241,neutral,1,0,4.97,study1
241,surprised,2,199,10.812,study1
241,enthusiastic,182,196,11.558,study1
241,aroused,74,159,10.952,study1
241,sluggish,1,-196,8.577,study1
241,peppy,163,215,10.576,study1
241,still,2,1,6.068,study1
241,sleepy,1,-214,6.609,study1
241,nervous,-30,218,12.369,study1
241,quiet,2,0,6.995,study1
241,annoyed,-96,37,11.287,study1
241,satisfied,160,1,14.55,study1
241,disgusted,-199,28,6.895,study1
241,afraid,-222,137,11.36,study1
241,happy,169,48,6.634,study1
242,surprised,1,106,4.442,study1
242,peppy,-42,-2,3.215,study1
242,disgusted,70,-5,2.547,study1
242,sad,-1,-41,2.561,study1
242,afraid,1,111,2.45,study1
242,relaxed,-28,1,2.067,study1
242,nervous,77,-3,3.284,study1
242,neutral,-3,130,2.738,study1
242,satisfied,79,1,3.777,study1
242,disappointed,-80,-4,2.266,study1
242,angry,7,-57,2.409,study1
242,calm,0,112,1.958,study1
242,annoyed,-81,-3,3.742,study1
242,still,5,138,2.351,study1
242,happy,120,-2,2.284,study1
242,quiet,3,-63,2.742,study1
242,sluggish,1,139,2.565,study1
242,aroused,-42,3,2.749,study1
242,enthusiastic,112,-3,5.095,study1
242,sleepy,0,44,2.977,study1
243,aroused,1,88,16.562,study1
243,neutral,2,1,4.955,study1
243,quiet,1,-59,6.787,study1
243,disappointed,-70,-25,13.603,study1
243,enthusiastic,216,145,9.877,study1
243,still,-108,0,11.068,study1
243,disgusted,-135,29,8.766,study1
243,sad,-223,-64,9.073,study1
243,annoyed,-59,125,7.258,study1
243,nervous,-201,230,8.158,study1
243,calm,97,2,8.526,study1
243,surprised,184,43,3.744,study1
243,relaxed,106,6,4.852,study1
243,satisfied,239,2,5.004,study1
243,afraid,-84,77,8.181,study1
243,sluggish,-103,-127,5.697,study1
243,peppy,52,238,7.686,study1
243,angry,-153,131,8.05,study1
243,sleepy,-1,-192,10.825,study1
243,happy,242,4,4.793,study1
244,afraid,3,112,24.033,study1
244,calm,1,127,5.989,study1
244,neutral,5,169,7.49,study1
244,angry,2,-72,3.75,study1
244,nervous,2,63,3.872,study1
244,quiet,1,160,4.644,study1
244,still,0,69,4.701,study1
244,surprised,3,163,9.215,study1
244,annoyed,2,77,5.656,study1
244,happy,121,0,3.629,study1
244,sleepy,45,1,5.873,study1
244,relaxed,0,111,19.992,study1
244,peppy,-2,43,5.663,study1
244,disgusted,-104,-3,3.794,study1
244,sluggish,-53,-3,2.783,study1
244,enthusiastic,23,-2,31.212,study1
244,sad,-95,0,8.497,study1
244,satisfied,38,-2,3.016,study1
244,aroused,-51,-2,9.259,study1
244,disappointed,-133,1,4.586,study1
245,relaxed,60,128,7.051,study1
245,satisfied,-127,113,2.632,study1
245,afraid,146,-5,13.802,study1
245,annoyed,-130,3,18.513,study1
245,neutral,169,-214,28.253,study1
245,still,-9,48,14.523,study1
245,enthusiastic,174,12,23.919,study1
245,sluggish,65,40,28.413,study1
245,disgusted,54,12,4.244,study1
245,surprised,103,40,8.28,study1
245,peppy,30,-23,2.994,study1
245,calm,202,121,2.842,study1
245,sleepy,79,-34,2.358,study1
245,aroused,100,226,2.748,study1
245,disappointed,177,-123,6.301,study1
245,quiet,54,85,3.27,study1
245,happy,20,48,6.734,study1
245,sad,143,139,2.653,study1
245,nervous,72,-29,2.952,study1
245,angry,13,199,3.246,study1
246,still,-17,18,19.194,study1
246,sluggish,-208,-26,7.107,study1
246,nervous,-31,14,3.564,study1
246,angry,-219,34,6.68,study1
246,disgusted,-111,-111,4.415,study1
246,sleepy,-46,7,7.108,study1
246,peppy,-10,14,8.652,study1
246,disappointed,-173,27,25.357,study1
246,relaxed,-28,23,3.872,study1
246,aroused,-51,40,3.511,study1
246,enthusiastic,36,27,10.067,study1
246,annoyed,-60,152,5.398,study1
246,afraid,-46,138,3.625,study1
246,sad,-57,40,4.709,study1
246,neutral,3,-1,5.701,study1
246,calm,82,18,5.052,study1
246,surprised,133,17,3.505,study1
246,happy,87,18,5.726,study1
246,satisfied,144,24,4.288,study1
246,quiet,95,34,3.865,study1
247,neutral,1,-2,23.05,study1
247,sleepy,111,-228,5.852,study1
247,afraid,-142,236,4.739,study1
247,nervous,-26,236,4.889,study1
247,still,8,-234,5.242,study1
247,calm,207,-242,4.884,study1
247,sad,-234,-28,6.43,study1
247,satisfied,216,60,9.596,study1
247,disappointed,-182,-98,5.63,study1
247,annoyed,-212,185,4.908,study1
247,sluggish,-73,-211,8.731,study1
247,aroused,56,243,6.725,study1
247,disgusted,-161,128,4.361,study1
247,surprised,134,192,5.131,study1
247,quiet,77,-202,6.134,study1
247,enthusiastic,229,234,5.23,study1
247,angry,-218,172,5.393,study1
247,relaxed,132,1,5.76,study1
247,happy,199,103,7.344,study1
247,peppy,129,213,3.798,study1
248,aroused,12,6,11.419,study1
248,happy,107,27,4.42,study1
248,relaxed,211,-200,3.654,study1
248,sad,-95,-57,3.619,study1
248,angry,-149,116,5.219,study1
248,sleepy,0,-162,4.862,study1
248,sluggish,4,-179,4.526,study1
248,disappointed,-27,-149,3.942,study1
248,nervous,-51,197,14.772,study1
248,annoyed,-184,153,5.623,study1
248,calm,13,-1,6.319,study1
248,afraid,-98,164,4.762,study1
248,surprised,1,227,5.423,study1
248,disgusted,-176,144,14.705,study1
248,still,-1,-174,4.925,study1
248,peppy,72,203,5.178,study1
248,satisfied,214,-39,7.928,study1
248,enthusiastic,195,159,3.439,study1
248,neutral,0,3,24.793,study1
248,quiet,2,-203,5.013,study1
249,sad,-77,-148,31.607,study1
249,satisfied,106,20,11.18,study1
249,still,27,13,6.756,study1
249,neutral,2,3,3.859,study1
249,quiet,4,183,7.811,study1
249,sluggish,3,135,25.042,study1
